koi_depth,koi_duration,koi_impact,koi_model_snr,koi_max_mult_ev,koi_srad,koi_smass,koi_steff,koi_bin_oedp_sig,koi_disposition
324.6,1.0801,0.113,63.6,31.05027,0.802,0.889,5791.0,0.0,0
340.9,1.4647,0.412,73.5,38.508865,0.766,0.807,5041.0,0.6421,1
277.1,1.465,0.698,39.7,29.47321,0.766,0.807,5041.0,0.0968,1
393.1,3.1702,0.62,29.8,27.037577,0.97,1.05,6061.0,0.6208,1
2121.9,4.9658,1.276,187.6,379.7398,1.889,1.089,6266.0,0.8271,0
154.9,2.3155,0.136,27.2,20.984596,4.885,1.808,4941.0,0.6309,1
223.4,2.5755,0.639,24.5,16.034977,4.885,1.808,4941.0,0.2164,1
270.7,4.49,0.314,24.8,21.229187,0.96,1.047,5982.0,0.9073,1
399.6,3.733,0.69,20.1,17.754032,0.853,0.95,5699.0,0.3696,0
17971.0,2.5903,1.145,39.6,566.293,0.707,0.786,5534.0,0.7553,0
15304.0,9.0419,0.785,298.0,232.6138,1.241,1.256,6715.0,0.1867,0
36348.0,5.9885,1.018,154.6,1413.7612,1.626,1.028,5751.0,-1.0,0
18848.0,11.1711,0.663,882.6,753.4468,0.784,0.746,5114.0,0.4308,0
2779.3,2.0141,1.224,195.2,87.71438,1.061,0.975,5555.0,-1.0,0
1349.1,7.012,1.203,76.7,37.930855,15.76,0.931,4283.0,1.0,0
867.5,24.249,1.228,249.3,105.717995,2.534,1.352,6362.0,0.855,0
625.6,3.2797,1.187,56.3,345.61978,101.451,1.679,3598.0,0.9969,0
2144.4,2.6897,1.272,221.1,271.87634,1.938,1.737,8214.0,0.7839,0
633.1,5.5605,0.003,66.9,25.79307,0.651,0.654,4506.0,0.756,0
4158.1,12.249,0.728,60.9,97.08831,1.744,1.341,6038.0,0.3897,1
568.9,4.645,0.202,29.8,24.106216,1.067,0.881,5839.0,0.2145,1
246.8,3.529,0.077,17.7,16.315655,1.067,0.881,5839.0,0.5424,1
507.8,7.358,0.027,15.5,12.3348,1.067,0.881,5839.0,0.2474,1
447.8,3.198,0.67,11.8,8.868775,1.067,0.881,5839.0,0.4296,1
196.0,1.7086,0.286,21.1,18.573778,1.107,0.933,5553.0,0.912,1
570.3,8.733,0.061,35.2,28.379602,0.973,0.976,6085.0,0.0862,1
414.5,4.6142,0.014,42.2,34.323463,1.225,1.059,5952.0,0.97,1
503.0,6.536,0.058,36.1,27.41206,1.225,1.059,5952.0,0.875,1
400.9,2.926,1.195,24.0,20.831997,1.068,0.96,5766.0,0.9762,0
270.6,6.0175,0.091,38.7,31.18083,1.242,0.968,5765.0,0.2071,1
4843.9,4.211,0.937,115.3,153.25153,0.996,1.07,6122.0,0.7459,0
1916.2,3.5734,0.943,103.4,171.71877,0.911,1.028,5778.0,0.0054,0
2547.4,1.8592,1.253,182.2,34.32543,0.55,0.554,3920.0,1.0,0
2006.2,1.8946,1.27,148.0,284.539,2.789,1.378,6261.0,0.8839,0
3414.4,23.546,1.298,103.4,78.88679,0.853,0.894,5587.0,0.2789,0
2894.1,8.6388,0.065,243.5,143.3882,1.324,1.101,6198.0,0.3217,1
790.1,1.5693,0.374,19.4,116.715004,0.815,0.911,5296.0,0.1517,1
260.5,2.231,0.242,22.2,22.377123,0.892,0.799,5346.0,0.3968,0
517.6,3.0472,0.377,38.4,40.58191,0.849,0.821,5251.0,0.7151,1
445.9,7.158,0.015,17.4,12.8004465,0.849,0.821,5251.0,0.4121,1
178.2,2.9254,0.426,48.8,35.878597,1.235,1.092,5873.0,0.2875,1
1269.9,4.737,1.246,59.2,70.08347,1.239,0.873,5589.0,0.0381,0
36.7,2.8239,0.674,34.7,21.982012,1.521,1.069,6802.0,0.928,0
2931.6,5.4126,1.274,58.1,49.256535,1.095,0.969,6148.0,0.4836,0
182.6,1.9826,0.942,38.0,32.216377,0.983,0.987,5751.0,0.5478,1
148.1,6.2877,0.02,38.9,24.66807,2.867,1.497,6353.0,0.026,1
58.0,2.3145,0.04,27.2,22.17508,0.874,0.869,5370.0,0.7985,0
1419.6,2.4904,0.063,28.1,23.276466,0.554,0.59,4362.0,0.5933,1
531.5,2.335,0.142,14.9,12.624357,0.554,0.59,4362.0,0.8497,1
747.5,6.8491,0.022,79.3,49.846386,1.324,1.101,6198.0,0.4083,1
200.9,1.0246,0.171,41.0,41.68947,0.857,0.96,5511.0,0.9321,1
801.5,2.715,0.319,41.9,68.87667,0.78,0.816,5095.0,0.6468,1
764.2,3.587,0.945,26.3,34.57784,0.78,0.816,5095.0,0.7132,1
1145.5,2.0799,0.01,121.1,94.88382,0.874,0.956,5619.0,-1.0,0
7765.0,2.8021,0.424,1225.3,1388.9977,1.358,1.227,6063.0,0.2361,1
536.7,0.9361,1.267,37.3,26.999758,0.183,0.164,3337.0,0.8116,0
129.2,1.3712,0.019,21.6,18.100561,1.02,0.875,5366.0,1.0,1
284.7,6.3461,0.924,33.4,21.105242,1.458,0.96,6021.0,0.8922,1
124.5,4.66,0.621,20.9,16.059935,1.458,0.96,6021.0,0.3291,1
242.9,8.536,0.966,22.8,10.584614,1.458,0.96,6021.0,0.2111,1
48.3,2.288,0.497,16.5,16.048447,0.874,0.869,5370.0,0.2919,0
66894.0,23.2842,0.337,765.0,5430.748,0.788,0.839,4889.0,0.0,0
61625.0,4.47001,1.1,930.3,6249.406,1.037,0.994,5850.0,0.0367,0
2468.5,3.5289,1.297,245.6,53.333557,0.915,0.865,5705.0,0.5745,0
1907.4,1.4451,1.264,185.0,37.517426,0.936,1.019,5941.0,1.0,0
2124.3,5.7401,1.269,102.8,129.48871,1.072,0.944,6110.0,0.9823,0
1086.1,5.668,0.346,34.5,26.765734,0.708,0.791,4736.0,0.8336,1
563.1,0.9267,0.093,19.6,16.614893,0.424,0.454,3683.0,0.6305,1
376.2,1.1899,0.181,22.6,13.5764885,0.602,0.621,4109.0,0.848,1
653.5,5.0197,0.011,80.8,58.810806,1.324,1.101,6198.0,0.3395,1
910.0,6.122,0.938,25.3,21.641197,0.974,1.037,5779.0,0.9228,1
300.2,2.0584,0.392,32.4,27.932955,0.933,0.897,5547.0,0.5122,1
398.6,5.678,0.037,26.2,22.90132,1.22,1.035,5782.0,0.4828,1
355.6,3.439,0.676,23.0,19.608992,0.876,0.97,5830.0,0.8839,1
115.4,5.234,0.815,15.7,9.742977,1.458,0.96,6021.0,0.727,1
944.3,10.168,0.923,86.2,128.61981,1.895,2.219,9651.0,0.0001,0
434.4,6.057,0.029,28.3,23.559824,0.973,0.961,5907.0,0.5405,1
85.3,2.406,0.636,21.0,19.1527,2.069,1.878,7839.0,0.9977,0
273110.0,5.5418,0.684,3420.3,6984.414,1.583,0.959,6214.0,-1.0,0
20703.0,4.999,1.222,717.4,3460.628,1.489,1.243,6424.0,0.4345,0
1138.5,3.1424,1.261,253.4,372.38715,2.031,2.063,8601.0,0.9839,0
473.0,2.7361,0.02,115.4,83.910446,0.873,0.856,5192.0,0.9611,1
2010.3,3.0122,0.945,100.0,92.25623,0.931,0.998,5887.0,0.5172,0
778.9,22.695,0.941,55.9,34.874847,1.004,0.865,5334.0,0.4912,0
611.4,3.4045,0.043,34.1,27.617281,0.921,1.016,5831.0,0.668,1
1996.3,1.05299,1.26,251.9,48.94539,0.776,0.869,5496.0,0.9298,0
802.8,3.68,1.216,48.2,38.012753,0.809,0.907,5497.0,0.0,0
903.9,2.4546,1.255,86.1,77.46429,2.147,1.148,6028.0,0.0,0
903.5,3.02,1.228,82.4,7.880389,0.808,0.903,5628.0,0.984,0
864.3,3.902,0.926,37.0,31.579298,0.905,0.943,5705.0,0.0826,1
236.6,3.215,0.718,19.4,16.736902,0.876,0.97,5830.0,0.9054,1
1058.5,14.581,1.22,65.8,42.296284,0.796,0.892,5372.0,0.9951,0
2017.9,14.755,1.25,79.4,54.20952,0.742,0.813,5198.0,0.5536,0
5144.4,2.4775,0.985,175.9,292.2909,2.221,1.43,5996.0,0.1018,0
20901.0,4.4085,0.827,282.6,1090.1306,1.033,1.093,6210.0,0.4398,0
43547.0,4.87326,1.004,938.2,958.1763,1.367,1.18,6025.0,0.0002,0
1223.7,3.1793,0.967,73.9,54.69574,2.994,1.359,5970.0,0.8422,0
1074.9,2.9385,0.5,74.0,60.56746,0.863,0.809,5074.0,0.7793,1
224.1,3.727,0.357,10.7,10.879341,0.921,1.016,5831.0,0.0433,1
197.6,1.6191,0.12,82.6,24.318182,0.832,0.924,5487.0,0.9928,1
274.4,1.812,0.66,16.9,13.62336,0.847,0.794,5093.0,0.6992,1
39043.0,2.7644,0.8,349.2,2389.997,0.891,0.948,5747.0,0.0,0
7829.2,3.2917,0.942,124.6,1057.6815,1.118,1.164,6289.0,0.5984,0
381.3,2.396,0.775,27.1,25.102118,1.548,1.019,5570.0,0.192,0
456.7,1.5662,1.193,53.7,23.060286,0.83,0.917,5958.0,1.0,0
597.8,5.731,0.648,31.3,26.200382,1.33,1.08,6157.0,0.0623,1
271.8,4.885,0.004,16.4,13.772278,1.33,1.08,6157.0,0.0495,1
471.2,7.381,0.61,18.5,15.469929,1.33,1.08,6157.0,0.9746,1
87750.0,5.31,0.267,704.5,806.9931,1.212,1.142,6018.0,0.0,0
1331.4,4.2647,0.164,41.9,31.120844,0.716,0.749,4987.0,0.8173,1
931.5,2.708,0.43,14.0,13.270042,0.716,0.749,4987.0,0.0535,1
82.2,1.3078,0.554,33.1,25.669666,0.873,0.958,6021.0,0.131,0
313.9,13.135,0.016,54.8,31.337997,2.097,1.472,6207.0,0.8076,1
308.7,1.6345,0.574,29.5,24.837725,0.863,0.809,5074.0,0.2854,1
549.1,3.6813,0.043,31.5,27.650803,1.294,0.947,5529.0,0.8273,1
1396.2,8.042,0.003,30.5,20.731815,1.294,0.947,5529.0,0.2965,1
10624.0,4.9095,1.256,146.3,319.5286,0.872,0.919,5542.0,0.0,0
952.7,3.2641,0.194,178.0,134.0802,0.873,0.856,5192.0,0.0112,1
5450.0,8.702,1.256,63.2,118.214294,0.772,0.8,5055.0,0.0065,0
1345.8,3.9722,1.252,117.7,15.544951,1.385,1.049,6243.0,0.2899,0
628.7,3.685,0.811,23.0,18.86908,0.974,1.037,5779.0,0.6099,1
641.8,5.464,0.988,12.2,10.06212,0.974,1.037,5779.0,0.0722,1
340.1,6.344,0.573,28.0,23.695898,1.044,1.096,6309.0,0.7864,1
395.9,5.4566,0.049,38.6,29.92835,3.046,1.536,5684.0,0.9062,1
266.8,18.503,0.019,29.0,14.671156,2.097,1.472,6207.0,0.5217,1
135.2,1.8069,0.076,23.4,19.787588,1.022,0.902,5405.0,0.4146,1
28066.0,7.5385,0.21,425.6,555.9562,2.445,1.343,5463.0,0.5845,0
2721.7,2.7391,0.045,63.7,272.29364,0.94,1.038,5751.0,0.8033,0
4634.9,8.4559,0.009,155.0,123.23527,0.779,0.737,5123.0,0.6635,1
219.2,1.8596,0.469,45.5,16.501024,0.859,0.959,5639.0,0.6163,0
477.4,3.517,0.753,38.0,33.04488,0.82,0.865,5676.0,0.0459,1
104.1,2.394,0.448,19.3,13.162593,1.205,0.886,5580.0,0.7811,0
12440.0,3.8077,0.053,100.8,655.8089,1.075,1.124,6322.0,0.1675,1
4702.6,1.9405,0.891,269.8,1166.5054,2.312,1.23,6324.0,1.0,0
6496.0,3.4209,1.181,63.4,67.65573,0.481,0.494,4457.0,-1.0,0
4456.8,2.917,1.276,78.7,85.956215,0.92,0.993,5908.0,0.125,0
426.6,5.63,0.97,76.4,87.26203,1.217,1.171,6506.0,0.7952,0
1038.1,0.8875,1.246,202.2,27.437218,3.142,1.325,5679.0,-1.0,0
643.4,2.0295,0.22,20.8,17.514835,0.548,0.567,3968.0,0.6263,1
417.4,2.2911,0.127,27.9,24.505842,0.788,0.884,5311.0,0.3908,1
547.3,2.991,0.968,34.0,30.965673,0.877,0.973,5815.0,0.0326,0
2318.9,3.0896,0.137,116.2,104.35038,0.973,0.868,5188.0,0.4281,1
7382.3,7.03515,0.073,603.0,431.7975,9.327,2.736,5313.0,0.0019,1
705.4,1.8888,0.682,45.5,39.68937,0.973,0.868,5188.0,0.7,1
2398.8,2.8579,0.8,56.7,51.427,0.973,0.868,5188.0,0.5678,1
1357.4,2.006,0.311,53.2,44.959515,0.798,0.91,5177.0,0.661,1
2269.7,3.41018,0.027,437.5,366.27887,1.055,0.882,5356.0,0.9612,1
3472.0,3.576,1.264,37.5,38.135956,0.534,0.555,3900.0,0.8052,0
442.0,3.675,0.03,23.1,19.42022,0.961,1.002,5922.0,0.5609,1
18904.0,4.1904,0.919,66.7,164.4163,2.057,0.935,5367.0,0.9656,0
254.0,3.659,0.161,17.1,15.175163,0.751,0.727,5037.0,0.9685,0
317.9,0.926,0.52,21.7,16.816261,0.746,0.835,5409.0,0.0007,0
1264.7,1.4598,0.051,47.8,38.8198,0.46,0.467,3789.0,0.5198,1
1632.3,1.3692,0.79,39.6,29.299326,0.46,0.467,3789.0,0.2137,1
1629.8,2.6657,0.035,28.9,22.192923,0.46,0.467,3789.0,0.9699,1
555.3,5.6897,0.007,66.8,44.07612,0.873,0.856,5192.0,0.1089,1
251.7,2.759,0.856,27.2,21.772808,0.796,0.847,5970.0,0.4687,0
369.5,2.1059,0.05,18.3,14.411312,0.389,0.4,3569.0,0.6972,1
79.8,2.957,0.769,26.7,22.632936,1.223,0.997,6180.0,0.3344,0
777.7,2.2753,0.021,50.7,42.125446,0.855,0.805,5052.0,0.3848,1
1867.7,2.5048,0.9,156.5,139.40195,0.847,0.819,5330.0,0.3956,0
537.4,5.985,0.054,27.3,19.885572,1.031,1.084,6297.0,0.0266,1
680.9,6.894,0.008,28.9,21.326845,1.031,1.084,6297.0,0.9421,1
1273.0,3.447,0.956,36.7,54.38567,0.958,1.043,6014.0,0.9942,0
47303.0,7.53837,0.343,2561.1,2130.468,0.898,0.982,6038.0,0.0052,0
861.4,2.3499,0.974,63.0,45.719135,0.893,0.901,5741.0,0.001,0
714.1,1.252,1.199,93.3,12.037272,0.762,0.853,5572.0,0.9993,0
1473.0,3.1518,0.684,35.9,33.497635,0.502,0.52,4719.0,0.5652,1
565.4,4.4481,0.011,50.4,38.593414,1.86,1.204,5897.0,0.8115,1
308.5,2.1188,0.421,44.3,18.011961,0.763,0.717,5222.0,0.5888,0
418.3,2.591,0.08,19.0,15.91325,0.843,0.8,4999.0,0.4126,1
302.3,2.19,0.142,16.2,11.0181,0.843,0.8,4999.0,0.8198,1
224.6,1.2592,0.332,16.5,13.65327,0.843,0.8,4999.0,0.7255,1
182.3,5.046,0.755,27.7,23.003267,1.41,1.156,6071.0,0.5141,1
125.5,6.22,0.743,14.3,10.748279,1.41,1.156,6071.0,0.3867,1
76.7,1.8361,0.132,38.7,29.277885,1.037,0.974,5718.0,0.9674,1
210.2,3.4167,0.174,36.7,29.555204,0.853,0.838,5528.0,0.6403,1
124.1,3.245,0.064,25.6,21.517443,0.853,0.838,5528.0,0.8303,1
1585.1,3.6567,0.009,53.8,45.70763,0.461,0.47,3755.0,0.2198,1
907.5,3.984,0.648,35.6,30.480999,0.749,0.831,5474.0,0.6184,1
13715.0,5.41382,0.625,1405.6,1312.7156,1.786,1.14,6129.0,0.0528,0
1145.9,4.0168,0.668,66.7,52.609734,0.904,0.991,5997.0,0.4105,1
2141.4,3.4872,0.568,116.2,103.2579,0.885,0.827,4954.0,0.175,1
3269.0,3.5252,0.255,456.8,399.39264,1.055,0.882,5356.0,0.1972,1
157.9,3.585,0.374,19.0,15.518525,1.86,1.204,5897.0,0.6697,1
712.4,1.1264,0.968,43.0,36.521767,0.764,0.854,5238.0,0.6959,0
826.9,4.445,0.871,46.0,39.719036,0.966,0.882,5568.0,0.0379,1
158.7,2.76,1.151,17.4,14.4507,2.124,0.804,5300.0,0.5571,0
325.8,3.548,0.018,21.6,18.445663,0.848,0.938,5795.0,0.8606,1
2250.0,3.6895,0.925,170.1,182.14682,1.333,1.333,6968.0,0.7219,0
185.8,1.3362,0.528,34.7,27.417156,0.849,0.938,5668.0,0.8949,0
306.8,1.84,0.112,12.6,12.748605,0.509,0.535,3975.0,0.563,1
469.2,6.633,0.004,36.1,32.011665,1.017,0.939,6036.0,0.0823,1
2133.0,4.0245,1.246,238.6,61.257576,1.133,1.152,6307.0,0.7417,0
956.9,7.7643,0.036,200.0,170.09213,1.412,1.048,5774.0,0.5731,1
82670.0,3.451,0.506,314.1,4806.858,0.488,0.517,3801.0,0.0,0
33117.0,2.07171,1.25,578.6,751.6766,1.058,1.106,6340.0,0.8998,0
2936.6,6.6522,1.262,549.5,592.01166,0.716,0.737,5252.0,-1.0,0
3018.9,1.5261,0.917,179.0,137.55992,0.825,0.76,5337.0,0.8991,0
1140.8,3.9616,0.567,41.9,34.598507,0.885,0.827,4954.0,0.1865,1
1525.2,2.1979,0.03,56.6,44.165905,0.498,0.509,3731.0,0.6188,1
1367.6,2.3742,0.017,44.8,31.796968,0.498,0.509,3731.0,0.9504,1
1925.1,3.3002,0.008,46.4,31.423384,0.498,0.509,3731.0,0.946,1
614.1,1.6776,0.082,28.6,15.251865,0.498,0.509,3731.0,0.8577,1
843.3,0.6688,0.162,45.3,11.133046,0.498,0.509,3731.0,0.9158,1
10510.0,6.4345,1.142,628.1,570.40247,1.255,1.095,6161.0,0.8556,0
639.7,2.0543,1.215,42.9,11.876604,0.714,0.792,5414.0,0.9186,0
1006.2,4.664,0.025,29.5,25.10813,0.86,0.93,5687.0,0.1854,1
819.6,3.923,0.022,39.7,40.85747,0.621,0.662,4502.0,0.0945,0
820.1,1.8923,0.575,51.7,44.489746,0.632,0.637,4252.0,0.5342,1
315.1,1.9811,0.741,67.5,50.787594,1.055,0.882,5356.0,0.6119,1
4993.8,1.1507,1.256,272.0,85.14157,0.706,0.731,5286.0,0.5775,0
8244.1,10.1289,0.291,318.3,229.12724,1.081,0.957,5822.0,0.0328,1
1843.4,2.6969,0.778,90.1,81.52411,1.081,0.957,5822.0,0.3073,1
4952.0,1.6477,1.284,180.6,230.32713,1.795,1.299,6089.0,0.0797,0
7019.0,19.292,0.74,56.0,1117.0217,1.086,1.129,6384.0,0.6923,0
1717.5,6.551,1.27,365.7,293.41263,4.319,1.807,5438.0,0.8751,0
402.5,6.788,0.014,30.7,22.512974,1.033,1.083,6341.0,0.3211,0
2486.6,5.796,0.9,61.9,58.213543,0.881,0.834,5043.0,0.6614,1
1154.8,3.5641,0.812,38.0,32.675938,0.728,0.813,5333.0,0.0307,1
385.2,3.7419,0.219,35.1,27.37242,1.004,0.865,5334.0,0.262,1
2608.1,2.7316,0.045,166.3,152.47115,0.922,1.021,5739.0,0.384,1
4590.6,3.16877,0.512,4061.9,6790.604,3.031,2.466,9107.0,0.7766,1
6536.0,4.589,0.066,794.3,782.15466,1.307,1.304,6490.0,0.2555,1
834.9,3.211,0.916,59.1,49.552048,0.887,0.978,5926.0,0.4312,1
902.0,4.9381,0.838,39.3,30.908642,0.887,0.978,5926.0,0.9483,1
1467.9,5.317,1.161,18.3,17.833073,0.44,0.459,3687.0,0.9835,0
283.5,3.319,1.165,35.4,31.484688,1.707,1.122,5949.0,0.4704,0
677.8,6.569,0.934,33.6,26.899374,1.494,1.043,5821.0,0.9878,1
492.1,2.235,0.067,19.3,16.374609,1.252,1.273,6320.0,0.5486,1
290.6,5.624,0.026,15.6,12.68478,0.966,0.983,5959.0,0.917,1
1360.1,3.6716,0.715,249.7,218.05376,0.776,0.867,4957.0,0.9538,1
408.5,5.714,1.204,100.1,16.655014,1.954,1.158,6151.0,0.9983,0
766.6,4.7476,0.015,43.2,37.201897,0.937,1.026,5957.0,0.8594,1
798.9,3.4967,0.018,147.2,132.78516,0.812,0.776,5551.0,0.8981,1
421.6,3.0822,0.866,24.6,20.159246,1.004,0.865,5334.0,0.8115,1
233.3,2.716,0.349,25.6,19.352438,1.004,0.865,5334.0,0.9316,1
898.3,11.5372,0.034,97.4,89.57583,1.034,0.852,5751.0,0.0002,1
352.3,1.771,0.524,34.7,29.484695,1.002,0.867,5359.0,0.4844,1
529.8,3.8633,0.015,54.3,45.437744,1.058,1.108,6321.0,0.2037,1
2039.7,2.7144,0.494,120.9,111.296486,0.81,0.786,4743.0,0.4975,1
1444.4,8.2806,1.251,139.5,42.96932,0.974,0.959,6108.0,0.8246,0
1300.7,1.243,0.123,60.0,96.205444,0.72,0.781,4859.0,0.2119,1
36719.0,2.44093,0.485,2981.3,6326.1567,0.116,0.094,2661.0,0.7729,0
37545.0,6.37505,0.512,1642.2,1526.5381,0.789,0.885,5383.0,0.0945,0
5897.4,2.4894,4.246,130.0,188.8726,0.742,0.806,5415.0,0.5781,0
5811.5,3.3208,0.878,603.4,1791.0647,1.638,1.366,6631.0,0.8964,0
12992.0,6.9547,0.842,2477.0,2029.0355,1.831,1.112,6208.0,0.77,0
2969.2,12.8164,0.911,294.8,94.497665,0.863,0.954,5873.0,0.9009,0
7240.1,6.5868,0.981,445.7,362.06412,1.761,1.406,7066.0,0.5963,0
598.9,4.02,1.199,36.7,29.506588,0.96,1.047,5982.0,0.9918,0
4653.6,3.6734,0.0,54.7,55.328773,1.213,1.033,5778.0,0.6892,1
451.1,2.8437,0.018,52.4,19.317184,0.711,0.714,4768.0,0.9599,0
448.6,2.303,0.732,10.5,20.377878,0.728,0.836,4983.0,0.7264,1
536.4,6.221,0.979,31.7,26.762255,1.24,0.884,5896.0,0.8519,1
363.0,3.0137,0.645,28.6,22.859743,1.002,0.867,5359.0,0.1831,1
415.3,6.606,1.225,88.8,19.350386,0.48,0.512,3682.0,0.7877,0
511.5,1.7244,0.899,56.3,48.294144,0.863,0.854,5357.0,0.2142,1
61.4,2.7,0.454,11.4,9.91662,0.863,0.854,5357.0,0.2828,1
503.0,1.9374,0.939,20.8,18.007523,1.001,1.079,6063.0,0.8777,1
254.7,2.276,0.639,86.3,8.112607,0.725,0.81,5346.0,0.9988,0
1821.0,0.5532,0.83,111.4,70.81955,0.148,0.132,3292.0,0.9976,1
1461.5,0.4445,0.81,150.4,10.459189,0.148,0.132,3292.0,0.9866,1
6165.2,4.4618,0.948,806.5,734.361,1.284,1.114,6211.0,0.0249,0
1124.8,0.4279,0.785,56.9,33.096786,0.148,0.132,3292.0,0.9296,1
6862.8,3.07626,0.733,1293.1,5358.328,2.493,2.76,10816.0,0.5087,0
71318.0,3.3208,1.047,274.9,1292.6384,1.035,1.018,5730.0,0.0,0
1926.6,2.4305,1.266,137.5,64.74856,0.959,1.011,5962.0,0.0,0
1298.1,10.7381,1.239,149.3,55.101536,1.076,1.126,6306.0,0.5251,0
5536.0,6.8575,0.908,157.8,262.10284,1.077,0.952,5766.0,0.0,0
1039.0,4.9699,1.04,124.3,103.12402,0.922,1.0,6038.0,0.2107,0
1057.7,1.0225,1.344,56.3,26.984055,0.655,0.713,5122.0,1.0,0
1346.6,4.42,0.545,40.8,32.536316,0.755,0.84,5142.0,0.0419,1
831.3,2.4184,0.694,29.3,25.364767,0.755,0.84,5142.0,0.8446,1
128.2,1.103,0.442,13.2,11.504973,0.755,0.84,5142.0,0.9497,1
1419.1,4.8027,0.004,51.8,41.289803,0.599,0.595,4016.0,0.5317,1
4119.2,4.74,0.796,161.5,135.41301,0.897,0.846,5618.0,0.8768,1
4319.7,4.3823,1.252,106.2,92.3644,0.897,0.846,5618.0,0.8415,1
599.7,1.9588,0.891,31.1,26.910467,0.517,0.516,3883.0,0.2239,1
515.3,1.4279,0.795,99.8,42.134464,0.699,0.799,4815.0,0.6239,1
2378.8,9.992,0.196,49.4,45.572163,0.969,0.981,5644.0,0.234,1
131.0,5.1462,0.079,33.8,21.704592,1.518,1.036,5761.0,0.4115,1
266.1,2.0678,0.368,48.9,40.34683,1.08,0.926,5534.0,0.4681,1
450.5,0.9393,0.94,32.9,23.289696,1.08,0.926,5534.0,0.857,1
409.3,11.721,0.943,60.9,27.981884,4.361,1.381,4838.0,0.7056,1
183.4,14.522,0.034,45.3,19.48658,4.361,1.381,4838.0,0.9548,1
259.8,2.0206,0.204,23.3,20.749485,0.878,0.817,5114.0,0.9831,1
202.6,2.909,0.013,14.3,11.189779,0.878,0.817,5114.0,0.2224,1
210.9,1.9139,0.015,22.1,17.918095,0.829,0.8,5576.0,0.6736,1
243.9,2.361,0.143,20.6,14.930003,0.829,0.8,5576.0,0.3934,1
253.2,2.661,0.04,17.4,11.950892,0.829,0.8,5576.0,0.685,1
716.4,4.6919,0.568,109.3,95.65456,1.124,0.969,5788.0,0.0416,1
442.7,2.2746,0.633,26.4,23.153551,0.986,1.093,5993.0,0.2346,1
379.8,1.6408,0.664,15.2,11.391634,0.986,1.093,5993.0,0.6002,1
803.1,4.522,0.269,26.2,19.91233,0.808,0.821,5296.0,0.2855,1
705.6,3.0479,0.301,32.1,26.062698,0.808,0.821,5296.0,0.4502,1
1070.7,2.3024,0.664,40.3,32.21275,0.611,0.662,4463.0,0.5176,1
908.9,2.0831,0.805,21.3,16.82331,0.611,0.662,4463.0,0.2162,1
1543.6,4.168,0.758,27.5,21.88943,0.611,0.662,4463.0,0.0014,1
428.5,4.148,0.953,34.5,28.989138,0.999,0.903,5616.0,0.5535,1
238.8,1.7895,0.506,32.0,26.694933,1.181,1.125,6358.0,0.3747,0
737.8,4.6483,0.477,201.1,178.65834,1.173,0.927,5746.0,0.7293,1
292.7,2.7215,0.207,27.4,24.561169,0.998,1.074,6092.0,0.1726,0
316.4,5.5677,0.022,48.3,36.90624,1.105,1.145,6387.0,0.9353,1
394.0,4.014,0.779,14.6,9.017555,0.829,0.8,5576.0,0.9223,1
780.8,3.5729,0.807,33.0,27.30246,1.071,0.926,5514.0,0.6403,1
564.6,2.3351,0.826,28.7,23.735342,1.071,0.926,5514.0,0.6883,1
1083.3,9.5574,0.011,83.1,57.479816,1.046,0.921,5657.0,0.5198,1
429.2,5.5545,0.711,42.8,38.17304,1.354,0.947,5655.0,0.1304,1
707.9,3.751,0.073,27.8,22.088585,0.808,0.821,5296.0,0.2093,1
331.7,2.558,0.327,19.6,14.922149,0.808,0.821,5296.0,0.9122,1
270.2,2.1729,0.16,17.5,13.412409,0.808,0.821,5296.0,0.3721,1
295.7,1.3233,0.678,17.9,14.378395,0.876,0.993,5650.0,0.8175,0
987.7,4.6509,0.548,50.7,38.617783,0.941,1.038,5798.0,0.3284,1
256.4,4.801,0.321,16.6,14.513995,0.999,0.903,5616.0,0.0032,1
170.2,2.545,0.043,18.0,14.135632,0.999,0.903,5616.0,0.9155,1
322.8,6.512,0.115,15.0,11.1404295,0.999,0.903,5616.0,0.3227,1
616.3,3.453,0.054,20.1,19.597445,0.84,0.934,5775.0,0.7168,1
246.5,2.0424,0.047,23.9,18.235683,0.782,0.761,4798.0,0.565,1
20632.0,4.15886,0.703,1454.3,3950.9128,2.26,1.3,6520.0,0.0141,0
41924.0,4.2608,0.773,396.8,1286.583,0.874,0.968,5845.0,-1.0,0
51746.0,10.6141,12.773,898.4,1112.0742,0.898,0.978,6004.0,0.0,0
16185.0,1.7945,1.244,272.3,417.58163,0.995,1.044,6113.0,-1.0,0
288.7,4.6677,0.296,50.6,36.0002,1.792,1.399,6306.0,0.1888,1
451.2,3.9622,0.861,31.7,27.225363,1.71,1.084,5372.0,0.1468,1
630.8,7.2487,0.544,54.9,46.45182,2.562,1.468,6056.0,0.8415,1
249.6,3.3153,0.083,25.8,22.47045,1.296,1.185,6110.0,0.1197,1
143.8,0.8907,0.967,48.2,10.736804,0.954,0.956,5991.0,0.8438,0
1109.8,4.432,0.927,29.1,22.053192,0.941,1.038,5798.0,0.938,1
7251.5,4.56904,0.075,2486.5,2268.56,1.746,1.319,6290.0,0.0,1
636.3,3.3759,0.72,100.3,87.53735,0.766,0.816,5078.0,0.5863,1
